committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,cand_office_state,cand_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,election_type,election_type_full,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486132,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PRESS RELEASE (FROM ADVANCE LINE 21),2016-10-12 00:00:00,2016-10-12 00:00:00,167.33,795481.96,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9907,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706075,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486132
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486132,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-13 00:00:00,2016-10-13 00:00:00,9.77,795555.73,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9910,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706077,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486132
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486133,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-13 00:00:00,2016-10-13 00:00:00,19.54,795575.27,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9911,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706079,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486133
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486133,24,1106563,CREATIVE RESPONSE CONCEPTS,,,,2760 EISENHOWER AVE.,4TH FLOOR,ALEXANDRIA,VA,22314,PRESS RELEASE DISTRIBUTION,2016-10-12 00:00:00,2016-10-12 00:00:00,64.00,795545.96,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9908,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706081,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486133
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486134,24,1106563,"LIBERTY PHONE CENTER, INC.",,,,PO BOX 8265,,SPRINGFIELD,VA,221518265,PHONE BANK,2016-09-30 00:00:00,2016-09-30 00:00:00,2369.33,2470.11,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9897,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706083,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486134
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486134,24,1106563,"RED SEA, LLC",,,,"4550 MONTGOMERY AVE., NORTH TOWER",STE. 906,BETHESDA,MD,20814,"TV AD AIR BUY, PRODUCTION COSTS",2016-10-11 00:00:00,2016-10-12 00:00:00,496970.25,794061.67,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9902,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706085,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486134
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486135,24,1106563,REIGNITE,,,,PO BOX 3653,,DUBLIN,OH,43016,"DIGIAL AD PLACEMENT, PRODUCTION COSTS",2016-10-04 00:00:00,2016-10-12 00:00:00,288958.00,291657.25,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9904,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706087,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486135
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054206,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PRESS RELEASE (FROM ADVANCE LINE 21),2016-10-17 00:00:00,2016-10-17 00:00:00,167.71,1455509.20,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9946,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304544,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054206
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054206,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-17 00:00:00,2016-10-17 00:00:00,141.62,1455708.82,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9948,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304546,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054206
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054207,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-17 00:00:00,2016-10-17 00:00:00,43.95,1455752.77,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9949,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304548,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054207
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054207,24,1110331,CREATIVE RESPONSE CONCEPTS,,,,2760 EISENHOWER AVE.,4TH FLOOR,ALEXANDRIA,VA,22314,PRESS RELEASE DISTRIBUTION,2016-10-17 00:00:00,2016-10-17 00:00:00,58.00,1455567.20,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9947,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304550,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054207
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054208,24,1110331,"LIBERTY PHONE CENTER, INC.",,,,PO BOX 8265,,SPRINGFIELD,VA,221518265,PHONE BANK,2016-09-30 00:00:00,2016-09-30 00:00:00,2369.33,624700.06,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9935,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304552,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054208
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054209,24,1110331,WARFIELD & COMPANY,,,,3122 ROKEBY ROAD,,DELAPLANE,VA,20144,TV AD PRODUCTION COSTS,2016-10-17 00:00:00,2016-10-17 00:00:00,10215.00,1453814.80,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9939,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304556,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054209
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054208,24,1110331,THOMPSON COMMUNICATIONS INC.,,,,PO BOX 5,,MARSHFIELD,MO,65706,TV AD AIR BUY,2016-10-12 00:00:00,2016-10-17 00:00:00,612709.23,1243599.80,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9941,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304554,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054208
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054203,24,1110331,"BASK DIGITAL MEDIA, LLC",,,,1953 SAN ELIJO AVE.,STE. 2005,CARDIFF-BY-THE-SEA,CA,92007,"DIGITAL AD PLACEMENT, PRODUCTION COSTS",2016-10-14 00:00:00,2016-10-17 00:00:00,200000.00,1443599.80,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9944,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304532,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054203
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054203,24,1110331,BIG EYE DIRECT,,,,PO BOX 710865,,OAK HILL,VA,20171,"MAIL PRODUCTION COSTS, POSTAGE",2016-10-06 00:00:00,2016-10-06 00:00:00,5779.31,630708.51,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9937,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304534,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054203
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054204,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PHONE BANK (FROM ADVANCE LINE 21),2016-09-30 00:00:00,2016-09-30 00:00:00,229.14,624929.20,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9936,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304536,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054204
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054204,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,MAIL PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-06 00:00:00,2016-10-06 00:00:00,182.06,630890.57,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9938,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304538,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054204
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054205,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-17 00:00:00,2016-10-17 00:00:00,1103.18,1454917.98,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9943,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304540,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054205
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610199033054205,24,1110331,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,DIGITAL AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-17 00:00:00,2016-10-17 00:00:00,423.51,1455341.49,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9945,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296353,4101920161344304542,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033054205
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576580,24,1115036,BIG EYE DIRECT,,,,PO BOX 710865,,OAK HILL,VA,20171,"MAIL PRODUCTION COSTS, POSTAGE",2016-10-18 00:00:00,2016-10-19 00:00:00,397.39,2361894.48,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10856,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287273,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576580
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576580,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,MAIL PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-19 00:00:00,2016-10-19 00:00:00,270.22,2362164.70,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10857,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287275,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576580
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576581,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-19 00:00:00,2016-10-19 00:00:00,14.66,2362179.36,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10858,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287277,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576581
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576581,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-20 00:00:00,2016-10-20 00:00:00,19.54,2362198.90,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10859,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287279,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576581
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576582,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-21 00:00:00,2016-10-21 00:00:00,14.66,2362213.56,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10860,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287281,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576582
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576582,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-21 00:00:00,2016-10-21 00:00:00,10.82,2362224.38,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10861,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287283,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576582
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576583,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-22 00:00:00,2016-10-22 00:00:00,9.77,2362234.15,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10862,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287285,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576583
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576583,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,EMAIL COSTS (FROM ADVANCE LINE 21),2016-10-22 00:00:00,2016-10-22 00:00:00,445.41,2362679.56,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10870,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287287,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576583
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576584,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-23 00:00:00,2016-10-23 00:00:00,14.66,2362694.22,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10863,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287289,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576584
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576584,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-23 00:00:00,2016-10-23 00:00:00,9.77,2362703.99,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10864,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287291,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576584
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576585,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-24 00:00:00,2016-10-24 00:00:00,14.66,2362718.65,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10865,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287293,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576585
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576585,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-10-24 00:00:00,2016-10-24 00:00:00,9.77,2362728.42,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10866,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287295,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576585
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576586,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-24 00:00:00,2016-10-24 00:00:00,47.26,2362775.68,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10869,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287297,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576586
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576586,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,EMAIL COSTS (FROM ADVANCE LINE 21),2016-10-24 00:00:00,2016-10-24 00:00:00,122.97,2362898.65,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10871,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287299,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576586
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576587,24,1115036,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PRESS RELEASE (FROM ADVANCE LINE 21),2016-10-25 00:00:00,2016-10-25 00:00:00,108.57,2363007.22,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10872,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287301,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576587
C00487470,CLUB FOR GROWTH ACTION,2016,24,201610259034576587,24,1115036,CREATIVE RESPONSE CONCEPTS,,,,2760 EISENHOWER AVE.,4TH FLOOR,ALEXANDRIA,VA,22314,PRESS RELEASE DISTRIBUTION,2016-10-25 00:00:00,2016-10-25 00:00:00,57.00,2363064.22,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-25 00:00:00,,,,,,ADAM,,ROZANSKY,SE.10873,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620161345280314,4102620161345287303,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610259034576587
